id,age,gender,country,multilingual,aut.originality.1,aut.originality.2,aut.originality,dat,problems.questions.1,problems.questions.2,problems.questions,problems.cra,problems.combined,word.1,word.2,word.3,word.4,word.5,word.6,word.7,word.8,word.9,word.10
R_2cCqeSV33QiHKRc,70,Male,Australia,FALSE,1.5,0.5,1,83.7227208362449,1,1,1,1,2,moon,sea shell,toe,steering wheel,page,grass,turbine,bird,bomb,lemon
R_cT6rc4m9ETMCV0d,13,Female,United States of America,TRUE,0,0,0,71.2385522467749,0,0,0,2,2,chair,balloon,ball,door,basket,air,star,computer,boat,shoe
R_1DOu3tbApWeSHLm,55,Male,Australia,FALSE,1.5,1.5,1.5,73.6515382925669,1,1,1,2,3,Bird ,Rock, Nail,Cup,Roof,Sky,Cheese,Wine,Sea,Planet
R_3ndQcVlo2c0VgYy,26,Female,Australia,FALSE,0,0,0,77.2089909296483,0,0,0,0,0,house,car,lettuce,toaster,tea,computer,telephone,light,bookshelf,chair
R_3LccWP3c56bkeSJ,65,Male,Australia,FALSE,1,0,0.5,76.4379774175939,1,1,1,1,2,sheep,planet,ruler,chemical,mountain,atom,universe,pickle,nail,chair
R_26mcctXA8bGWIu0,70,Female,Australia,FALSE,0,0,0,82.1452428719827,2,2,2,2,4,ocean,chook,tree,sleep,speed,cloth,broom,computer,quizz,lover
R_2rjTzmlYqVbac74,55,Male,Australia,FALSE,0.5,0.5,0.5,77.7004692526091,1,1,1,2,3,Brick,Pillow,Car,Cat,Table,TV,Fork,Place mat,Cloud,Tree
R_1FIzq4HWPmHnyG2,70,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,1,1,1,66.3306982389518,1,1,1,0,1,laugh,cry,wine,complain,ache,itch,scratch,tap,dance,rain
R_AdKQt2mNAHTSf9n,70,Female,Australia,FALSE,0,0,0,81.2519646116665,0,0,0,1,1,Fish,Boot,Umbrella,Thimble,Wrench,Sausage,Knee,Book,Leaf,Frame
R_2vYaDuP3i6iNxio,55,Male,Australia,TRUE,1.5,1.5,1.5,61.1517676285335,0,0,0,0,0,mountain,lake,valley,beach,house,window,wall,lawn,road,desk
R_2vZZMN3HrGcROyD,55,Male,Australia,FALSE,1.5,1,1.25,78.8858762454419,2,1,1,1,2,Chair,Water,Rock,Shirt,Envelope,Fridge,Train,Broom,Book,Hair roller
R_2Pu2BmCNnQ21hSA,26,Female,Australia,FALSE,1.5,2.5,2,76.7995296134835,2,2,2,1,3,House,Work ,Meducation,Carpet,Dog,Supermarket,Walking stick ,Vitamins,Fan,Window
R_C2nfgMwSULnH9Jv,55,Male,Australia,TRUE,0,0.5,0.25,73.2625366676421,0,0,0,2,2,Banana ,Screw,Cup,Tree,Head,Car,Mountain,Shirt,River,Forward
R_ac07oKtD8l4zOPT,65,Male,Australia,FALSE,0,0.5,0.25,75.3135835485799,2,2,2,2,4,but,love,ennui,loath,hubris,terror,happenstance,cordiality,death,listen
R_1PdRsjAKHffE6tG,70,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,0.5,1.5,1,84.3010125149574,1,1,1,2,3,Hay,Water,Skyscraper,Oar,Computer,Knife,Car,Tree,Tea,Tent
R_3fT21rL4CpCzy8j,26,Male,Australia,FALSE,1,1,1,80.1196961175828,0,0,0,0,0,Frog,Table,Town,Ocean,Star,Faeces,Tree,Computer,Guitar,Grass
R_2yjyxt0LcP9ltQL,70,Male,United States of America,FALSE,0.5,0,0.25,82.2953134143193,2,2,2,2,4,rock,feather,neutron,love,gravity,decision,vacuum,red,ocean,time
R_2uKjZUIIM1hraMW,18,Male,Australia,FALSE,0,0.5,0.25,79.5220512896776,1,1,1,1,2,Dog,Straw,Angel,Pedestal,Fan,Water bottle,Corn,Ceiling tile,Alcohol,Computer
R_2Ebr5kh4wUvK1xs,13,Female,South Africa,TRUE,1.5,1.5,1.5,84.8613396043047,2,2,2,1,3,idiosyncratic,vellichor,psycho,extraordinary,philanthropy,rainbow,plasma,horizon,absorb,technicality
R_1jPmOxvwqzuO7dK,70,Female,Australia,FALSE,1.5,0,0.75,70.532256684133,2,2,2,1,3,house,grass,water,insect,dress,brick,feather,shell,tree,bomb
R_3GAPBCnbl4K9qBl,35,Female,Australia,FALSE,1,1,1,72.3621946005594,2,2,2,1,3,Orange,Bike,Sand,Ice,Star,Diamond,China,Silverware,Finger,Ant
R_6xI81z8nIRdFkI1,26,Female,Australia,FALSE,1,0,0.5,78.3411361986683,0,0,0,2,2,cup,paper,lettuce,fridge,laptop,bed,kite,hammock,airplane,road
R_32JBHeeDVkZMHNF,65,Male,Australia,TRUE,0.5,0,0.25,77.6288445506777,1,1,1,1,2,trees,biscuits,rocks,refrigerator ,Clouds,Steel,Car,crockery,welder,plastic
R_uaYPmzElOMnf81b,35,Female,Australia,TRUE,0,0,0,81.9018440941969,2,2,2,0,2,cat,ruler,dominoes,balloon,hat,building,trampoline,grass,carpet,clouds
R_1fiU8UrPqKKk031,26,Female,Australia,FALSE,0.5,0.5,0.5,70.3735679033257,2,2,2,1,3,Bed,Tree,Cat,Sky,Eye,Stone,Computer,Building,Cousin,Water
R_3PB00wL2huesmSl,35,Male,Australia,FALSE,0,0,0,72.2176954859779,2,2,2,1,3,Animal,Rock,Gas,Water,Plasma,Bone,Flesh,House,Dinosaur ,Space
R_pN7CSobzsd25XQ5,70,Female,Australia,FALSE,1,1,1,61.6979793423698,0,0,0,1,1,Black,White,Roof,Water,Plant,Wood,Concrete,Air,Clothing,Stars
R_1GDoQjeaPo4UOMU,13,Female,China,TRUE,1.5,1.5,1.5,80.1661340608483,0,0,0,1,1,chair,pencil,cloud,building,cat,rose,pizza,hair,sticker,concrete
R_2tfWdtQc5hGKkXf,70,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,1.5,1.5,1.5,80.2046358407963,1,1,1,1,2,Cat,Tree,Fox,Soil,Aeroplane,Submarine,Funnel,Screw,Mortise,Goldfish
R_VU1qEdgQlY54A7L,18,Female,Denmark,TRUE,1,0,0.5,87.0695555050458,1,1,1,1,2,Foot cream ,Tea pot,Duvet cover,Cult ,Idea,Circus,Vaccum cleaner ,Bogie ,Poison ,Glare 
R_1jN91nU1WnEFl8a,55,Male,Australia,FALSE,0,0.5,0.25,73.7551710435322,0,0,0,1,1,Up,Black,Cat,Engine,Steam,Soot,Rust,Vinyl,Wood,Phone
R_zVDgAQxm4vlrbrj,35,Female,Australia,FALSE,1,1.5,1.25,79.118804784403,1,2,1,2,3,Cat,Chair,Car,Tree,Book,Saucepan,Door,Spider,Cheese,Lock
R_2Yrd4SOEvJa4w4a,35,Female,Australia,FALSE,1.5,2.5,2,85.3181329666681,0,0,0,2,2,Cat,Bustier,Handle,Ladle,Rocket,Magnet,Photo,Cell,Icecream,Chalk
R_yU4lVnZ5B5aGevT,9,Male,Australia,TRUE,1.5,1.5,1.5,74.707079607816,2,2,2,1,3,calculator,business card,globe ,pin,white board,pen,wood,magnet,jewelry,shirt
R_3Huz08O7IiWSOEE,70,Female,Austria,TRUE,1,1.5,1.25,77.1915941011338,1,1,1,2,3,Table,Wardrobe,Dress,Cat,Mountain,Coconut,Fan,Microwave oven,Slate,Paint
R_tRQYRjtNo5fqo8h,18,Male,Australia,FALSE,1.5,0,0.75,79.3050738938507,0,0,0,0,0,Rat,Headphone,Microphone,Keyboard,Tafe,Train ,White ,School ,Headphone ,Carpet
R_3qglKAxQkcQjCIB,18,Female,China,TRUE,3,0,1.5,84.5586809229904,0,0,0,2,2,Pen,Vocalno,Phone,Mars,Musicians,Tower,Forest,Dust,Santa,Clown
R_232V8xU93kfcKlS,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,0,0,0,78.2587918852057,0,0,0,1,1,Cup,Car,Travellor,Flower,Wine,Pen,Trousers,Loaf,Desk,Hotel
R_2RRoxlpgkcFyBjS,65,Female,Australia,TRUE,1,1,1,90.6122344501671,1,1,1,2,3,Shoe ,Aeroplane,Noise,Card,Kiwifruit,Wedding,Billion,Saucer,Complications,Seed
R_1d7aCKEV2w2kVBr,55,Female,Australia,FALSE,0.5,0.5,0.5,80.2326553634235,NA,NA,NA,2,NA,foot,chair,lightbulb,meat,fridge,lawn mower,shower curtain,dust bin,fence,cat
R_239bsT7dHzYiuD7,55,Male,Ireland,TRUE,1,1.5,1.25,78.085167901147,2,2,2,2,4,House,Spanner,Bird,Grass,Angle,Book,Sky,Atom,Wave,Wax
R_2YghWifq6GSAFIZ,35,Male,Australia,FALSE,2.5,2.5,2.5,73.2180655712173,2,2,2,1,3,Rainbow,Dirt,Table,Computer,Tree,Idea,Plane,Chip,Shirt,Hair
R_3MLrOAKsuKm38ai,35,Female,India,TRUE,1.5,0,0.75,75.0006361908856,0,0,0,1,1,Table,Plant ,Seed,Dungeon,Chair,Tray,Plate,Glass,Nail,Hammer
R_4O2tprP4os253sl,55,Male,Bosnia and Herzegovina,TRUE,1,1,1,73.1566997511046,2,2,2,0,2,fridge,stove,house,boat,floor,celling,flood,drought,sun,rain
R_2cvyYMnsP3dt914,35,Male,Australia,FALSE,0,0.5,0.25,74.945215738955,1,1,1,2,3,Ditch,Tree,ball,car,plate,snake,computer,orange,fence,rain
R_1ond6hHsvSXhZyc,55,Male,Australia,TRUE,1.5,1.5,1.5,88.0819206059511,1,1,1,2,3,Dog,Saucepan ,Turnip,Genome,Comet,Index,Sea,Emotion,Salt,Chess
R_3rGvYqGrarfP4AV,65,Female,Australia,FALSE,0,0,0,77.7920601800794,0,0,0,2,2,Rocket,cucumber,meringue,donut,jar,knife,planet,ocean,baby,pen
R_3qNzT4DzDecUYQX,55,Male,Australia,FALSE,2.5,1,1.75,82.603072073488,2,2,2,2,4,Fire,Crystal ,Zoo,Prophecy ,Dynamo,Mountain ,Love ,Sloth ,Monarchy,Foam 
R_3LYBQdxkueBMGHS,35,Female,Australia,FALSE,0,0,0,73.052226539169,0,0,0,1,1,Ocean,Park,School,Car,Blanket,House,Pencil,Cup,Tree,Potatoe
R_3Gk2Nbv2wHs7ZMZ,55,Female,Australia,FALSE,0,0,0,74.7816712373779,1,1,1,2,3,Table,Dirt,Blood,Cat,Shoe,Purse,Fridge,Lipstick ,Toenail ,Apple
R_1mxxgJgXw7FmA9C,26,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,1.5,1.5,1.5,86.7946411438641,2,1,1,1,2,Cat,Barometer,Towel,Keyfob,Plutonium,Art,Handle,Daisy,Lightning,Friend
R_bJhTMC1LtZjsfnz,55,Female,Australia,FALSE,1.5,1.5,1.5,83.4112187675644,1,1,1,1,2,Duck,Love,Tree,Mineral,Nano particle ,Space,Pole,Car,Rubbish,Sleep
R_2QJqwBhxBUWBIXG,35,Male,Australia,TRUE,1.5,0.5,1,72.3452890203113,2,2,2,1,3,Wind,Sand,Fire,Woman,Mouse,Tree,Sad,Evil,Germany,Seashore 
R_1Lj9jRQA8N0XfNh,35,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,1.5,1.5,1.5,77.1951663706984,1,1,1,0,1,car,lion,house,cloud,grass,computer,oxygen,beer,intelligence,innovation
R_VUMliM0Hjsbt7A5,7,Male,Australia,FALSE,0.5,2.5,1.5,76.2836827586094,0,0,0,0,0,steel,plastic,animals,people,trampoline,sea,coffee,milo,home,plants
R_3PLDfcDJt12sxhA,26,Female,Russian Federation,TRUE,3,1.5,2.25,83.1467574550992,0,0,0,1,1,car,Russia,spade,computer,card,telephone,stapler,water bottle,toast,finger nail
R_2wGOCNLKAp3hFI4,55,Male,Australia,FALSE,1.5,3,2.25,80.5771453749566,1,1,1,1,2,Kangaroo,Cricket atump,Coffee,Star,House,Rifle,Dart,Road paint,Pencil,Bathers
R_RmJa7d0Ly5rFEFb,55,Male,Australia,FALSE,0.5,0.5,0.5,84.1130781297882,2,2,2,1,3,Dog,Brick,Cloud,Proton,Galaxy,Idea,Noose,Cartoon,Feeling,Breeze
R_z0gbUDSEEARsqoV,55,Male,Australia,FALSE,0,0,0,76.9388060129824,1,1,1,2,3,ice,brick,clock,dirt ,pig,arrow,log,whisk,pillow,plastic
R_ZeGZaKS3Ct6H9bH,35,Male,Australia,TRUE,2.5,3,2.75,80.9676861124379,1,2,1,2,3,clock,paper,universe,blue,bottle,event,clown,hotrod,rat,chair
R_3kFewB8MqBHNL5f,55,Male,Australia,FALSE,3,1.5,2.25,75.8649511706261,1,1,1,1,2,dog,chair,tree,cloud,music,dirt,ocean,iris,elephant,bridge
R_3PLcM39iavHWoIu,13,Male,Australia,FALSE,3,3,3,76.8728207264628,2,2,2,0,2,Apple,Rock,book,bag,dog,computer,lamp,Drawer,sticker,bridge
R_27EA8gtAU1oNd7q,65,Male,Australia,TRUE,1.5,1.5,1.5,64.4771429754439,1,2,1,1,2,place,round,right,left,glass,sheet,slip,bag,draw,finish
R_21vKXS6NFqM9tbv,18,Female,Australia,FALSE,0,0.5,0.25,76.3839884705487,1,1,1,2,3,cat,pencil,love,noun,potato,brick,leaf,computer,stone,door
R_1M0Y66IrQ3xxLzz,55,Female,Australia,FALSE,1.5,1.5,1.5,80.0858324482327,2,1,1,1,2,Sky,Book,Scales,Kangaroo,Painting,Scarf,Blossom ,Crane,Bee,Knife 
R_3MfCEuBZ640216t,55,Female,Australia,TRUE,0,0.5,0.25,70.196246391251,2,2,2,2,4,idea,bird,home,trip,plain,sheep,tree,road,jumper,pot
